compound_stem,SMILES,u1,u2,u3
A02583306,CN(C)C(=O)N1CCOCC2(CCN(Cc3nccs3)C2)C1,-0.15178075,-1.756033,1.7825066
A02595821,O=C1NC(C(N1)c1ccccc1)c1ccccc1,1.7276788,4.082143,9.4010105
A02626030,O=C(CC1N(Cc2ccc(cc2)-c2ccccc2)CCNC1=O)NCc1ccccc1,-0.53784263,-2.2160625,1.2717966
A02631541,CN(C)S(=O)(=O)N1CCN(CC(O)COc2ccc(cc2)-c2ccccc2)CC1,-0.061321653,3.0025547,5.914558
A02647073,O=C(NC1C(NNC1=O)c1ccccc1)c1ccccc1,0.9244129,3.974902,7.83867
A02673618,Cc1nc(nc2c1COCC21CCN(C1)C(=O)c1cccnc1)N1CCOCC1,-0.40063378,1.8122241,4.2140093
A02714973,COc1cc(NC(=O)C2CN(CCc3ccccc3)C(=O)C2)cc(OC)c1,0.017464345,-1.4521581,1.2467427
A02719368,C=CCN1C(=O)CCCC11CCCN(C1)C(=O)c1cccc2cccnc12,-0.3728215,1.8442008,4.17963
A02721969,COCCN1CCC2(CC(CC(N)=O)c3ccc(F)cc23)CC1,0.2633001,-0.09096175,2.3822114
A02722082,CS(=O)(=O)NCC1OCCc2cn(CC3CC3)nc12,-0.5202866,-1.4852536,1.1227243
A02736164,CN(C1CCCCC1)C(=O)CN1C(=O)NC2(CCc3ccccc23)C1=O,-0.6852077,0.17624326,2.878219
A02743701,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1,-0.96434337,-0.15975827,1.5304046
A02780300,O=C(NC1CCCCC1)C1CCCN(C1)S(=O)(=O)c1cccc2cccnc12,-0.5701977,1.3059666,3.155803
A02786371,OC(CN1c2ccccc2Sc2ccccc12)Cn1nnc2ccccc12,0.40302277,1.2653365,3.3447993
A02787876,OC(=O)CCC(=O)N1CC2CCC(C1)N2C(=O)c1ccco1,-0.13537675,-3.8267498,0.31352797
A02791622,CN1CCC2C(C[C@@H](CN3CCCC3)N2c2nccs2)C1,-0.82578623,-0.6721329,1.4341459
A02818712,Cc1nc(C)n(CC(O)COc2ccc(cc2)C(=O)c2ccccc2)n1,-1.5907933,-1.025163,2.614971
A02838606,FC1(F)CCN(CC11CCN(C1)c1cnccn1)C(=O)C1CC1,0.36959484,2.5868626,4.8014493
A02848029,CCOC(=O)N1CCC(CC1)NC(=O)c1ccc(CS(=O)c2cccc(C)c2)o1,-1.2268993,0.1313708,2.4509547
A02850392,CCS(=O)(=O)N1CCC2O[C@@H](COCc3ccncc3)CCC12,1.6320547,3.9309003,8.940693
A02850555,CC(C)CN(C1CCS(=O)(=O)C1)C(=O)C1CC1,-1.1431175,1.5813062,5.3048973
A02854446,COc1ccccc1CCc1nnc(CCC(=O)NCC(C)Oc2cccnc2)o1,1.0016584,2.9004238,6.2866645
A02855255,Oc1c(C(=O)NCC2CCCO2)c(=O)n2CCc3cccc1c23,0.66544265,2.7672822,5.4966435
A02869721,COc1cccc(CNC(=O)COC(=O)C2CC3CCCC(C2)C3=O)c1,1.1988828,3.4914577,8.2145405
A02878931,CC1(CCC(=O)N1Cc1ccc2OCOc2c1)C(=O)NC1CCCCC1,-1.267546,1.0144297,4.9815197
A02900939,COCCC1COC2(C1)CCCN(C2)C(=O)Cc1cccnc1,0.24164826,-0.17580573,2.324968
A02930251,CC(=O)Nc1sc2CCCCc2c1C(N1CCOCC1)c1ccncc1,-0.025370644,2.4333255,4.36241
A02931405,OCCC1CN(Cc2ccc3nsnc3c2)CCN1C1CCCC1,-0.23110062,1.4512014,5.4565115
A02942306,CC(=O)c1cccc(NC(=O)C2C3C=CC(C4CC34)C2C(O)=O)c1,-0.56121916,-2.4848735,0.50212705
A02959846,CN1c2ccccc2C(C)(C)C11CC(=NO1)c1cccc(c1)S(=O)(=O)N1CCCC1,-0.14208357,3.228547,5.7432833
A02998082,OC(COCc1cccs1)CN1CCN(CC1)c1ccccn1,-1.3290623,0.20066519,2.5920048
A03031855,CC(N(C)Cc1nc(oc1C)-c1ccc2ccccc2c1)c1ccncn1,1.6303374,2.3674483,8.207688
A03035035,CN(C)C[C@@H]1CC2CN(Cc3nccn3C)CCC2N1C,-0.45497274,-3.198229,0.19294935
A03050306,CC(Oc1ccccc1F)C(=O)NCCN1CCCCC1,-0.9105845,-0.6448105,2.7853148
A03063149,OC(COc1ccccc1)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,0.04862513,-0.15047108,3.0083356
A03083219,CCN(CC)CC(O)COc1ccc2OCOc2c1,2.0576289,3.8843634,9.176745
A03083482,COc1ccccc1OCc1ccc(cc1)C(=O)NCC1CCCO1,1.0730805,3.617606,7.805686
A03101923,Cc1c(oc2ccc3OC4(CCCCC4)CC(O)c3c12)C(=O)NCCCN1CCCCC1,1.0441197,3.8905294,9.259133
A03114714,Cn1cnc(c1)C(=O)N1CCC2(CC(CO2)Oc2cccnc2)C1,1.280958,4.1597652,8.638379
A03119050,O=C(NCC(N1CCOCC1)c1cccnc1)c1cccs1,-1.0459529,0.47639063,1.8774595
A03122318,CC(N(C#N)c1nc(C)cc(C)n1)C(=O)N(C)C,0.31663424,3.2892673,7.5098085
A03144657,CC(=O)c1sc(NC(=O)C2CN(Cc3ccccc3)C(=O)C2)nc1-c1ccccc1,0.7719804,4.1094522,7.874132
A03153434,COC1C2CCC1N(CCO2)C(=O)c1cn(C)c2ccccc12,-0.1865596,1.0068865,3.9819992
A03172610,COCC1CN(Cc2c(C)noc2C)Cc2cncn2C1,-0.42279482,0.55596226,3.0082097
A03172723,CC1(C)C2CCC1(C)c1nc3ccccc3n1C2=O,0.23115094,1.8469476,4.4864783
A03185556,CCOCC12CCCOC1CCN(C2)C(=O)c1cccn1C,-1.1049861,-1.2559576,0.93123037
A03201284,C(N1CCOCC2(CCC(Cn3cncn3)O2)C1)c1cccnc1,0.5426559,3.716387,7.346389
A03210767,CC(NC(C)=O)c1ccc(Cl)c(Cl)c1,-0.8192206,-2.6626556,0.5464278
A03224338,O=C(NCCc1ccccn1)C(Cc1ccccc1)NC(=O)c1cccs1,0.4555102,3.4163594,7.9859567
A03279526,C(Oc1ccccn1)C1CNCc2cncn2C1,0.15331931,3.127021,5.624834
A03295364,CCn1nnc2CN(CC3CC3)CC(COCCN(C)C)c12,-0.84994525,-1.4437989,1.9658412
A03296893,CS(=O)(=O)N1CC(Oc2ccc(Cl)cc12)C(=O)NN,-0.32003462,-1.8893524,2.555023
A03315873,Fc1cnc(nc1)N1CCCC2(CCN(C2)C(=O)c2ccncc2)C1,-0.5594007,-2.9605107,0.07919008
A03320314,CO\N=C\C1C(=O)CC2N(CCc3ccccc23)C1=O,-0.3427269,-0.95383126,1.4699428
A03336749,O=C1CC(c2ccccc2)n2nc(NS(=O)(=O)c3ccccc3)nc2N1,1.7964253,4.0413785,9.33047
A03341156,Cn1c2ccccc2sc1=NCC(O)COc1ccccc1,0.060453508,3.3266516,5.0403175
A03351371,Clc1ccccc1S(=O)Cc1ccc(o1)C(=O)NCc1ccco1,0.089111835,2.4599206,4.3269696
A03354054,Fc1cccc(CN2CC(CCC2=O)C(=O)NCCCC2CCCC2)c1,-0.40021998,0.9827924,4.2259564
A03418909,CC(C)CC(NC(N)=O)C(=O)NCc1ccccc1Cl,-0.0329007,1.9738712,3.2563698
A03436509,CCOCC1CC2(CO1)COCCN2S(=O)(=O)c1ccc(OC)cc1,0.057140067,3.3645546,6.346877
A03459401,CC1CCCCN1CCNC(=O)CNS(=O)(=O)c1ccc2nc(C)sc2c1,-0.08919118,2.644471,5.4309144
A03470088,OC1C[N+]2(CC(=O)c3ccc(Br)cc3)CCC1CC2,-0.87452024,-2.8913298,0.80032945
A03486516,COc1ccc(cc1NC(=O)CC1CC2CCC1C2)S(=O)(=O)N1CCOCC1,-1.0125834,-0.7458709,2.0382833
A03487327,C(N1CCc2c([nH]c3ccccc23)C1c1ccccn1)c1cccn1-c1cccnc1,0.53851944,1.3324943,6.935613
A03494132,Fc1ccc(CNC(=O)CCC2CCCN(C2)C(=O)c2ccc3OCOc3c2)cc1F,0.3017004,1.3490082,4.151861
A03515636,O=C(N1CCOCC1)C12CC3CC(C1)CC(C3)(C2)c1ccccc1,-0.21183723,3.4742424,5.851064
A03516702,CC(C)N1CC(c2nc[nH]n2)c2cc(ccc12)C(=O)N1CCCCC1,0.64138246,3.3996158,7.582756
A03520535,CCC1Oc2ccc(C)cc2N(CC(=O)NCC2COc3ccccc3O2)C1=O,-0.49371046,1.7931675,5.629942
A03535005,CN(CC1CN(Cc2nccn2C1)S(C)(=O)=O)Cc1ccco1,2.7549417,3.0517528,7.7925296
A03548503,CC(C)c1ccc(cc1)C1OC(=NN1C(C)=O)c1cccnc1,0.044101506,3.3931434,5.590228
A03555419,CC(C)(C)C1N(CCCn2cccn2)CCc2c1[nH]c1ccccc21,0.3660508,3.3123734,7.9115143
A03562106,CC(=O)c1cccc(CN2CCCC(C2)C(=O)c2ccc3OCOc3c2)c1,-0.39459473,-1.4324412,3.1298113
A03564595,CSc1nnc(C(C)c2ncc(cc2Cl)C(F)(F)F)n1C,-0.57987094,-0.092147976,2.9328792
A03575122,O=C(C1CN(C2CCCCCCC2)C(=O)C1)N1CCC2(CC1)OCCO2,-0.9081299,1.2889028,4.171116
A03581069,CN(C)CCNC(=O)CC1CC2(CCN(CC2)S(=O)(=O)C2CC2)c2ccccc12,-0.78210545,1.5495406,3.4017508
A03582067,FC(F)(F)c1cccc(c1)C(=O)C1CCCN(C1)C(=O)CN1CCCC1=O,0.14904746,-0.5911119,2.1446433
A03611028,COc1cc(ncn1)N1CCOC2(C1)COCCN(CCN(C)C)C2,-0.9012442,-0.91871655,1.3368022
A03653758,COc1ccc(cc1)S(=O)(=O)N1CCCC1c1cccs1,-0.33064985,2.9202738,6.419446
A03668831,Fc1ccc(\C=C\CN2CCCC(C2)C(=O)Nc2ccccc2Oc2cccnc2)cc1,1.4058845,3.3889077,9.530702
A03673862,Cc1ccc2n(CC3COC(C)(C)O3)c3c(CCCC3=O)c2c1,12.250986,-1.2628286,4.3941894
A03712045,CN(CC1CCC2(COCCN(C2)C(N)=O)O1)Cc1ccco1,-0.082823485,3.1012695,7.192468
A03729606,Cc1cnc(nc1)N1CCC2(CN(CC2C1)S(C)(=O)=O)c1ccccc1,-0.050258465,-0.38510355,1.5831807
A03734235,COc1ccc(CNC(=O)C(C#N)c2nc3ccccc3nc2N2CCCC2)cc1,0.6154531,1.7009069,4.281075
A03748297,O=C(Cc1ccccc1)N1CCC2(CN(CC22CCNC2=O)c2ncccn2)CC1,-1.0814605,-1.0739477,0.96569204
A03754645,CC1(C)CC2(CCO1)NCCN1C2SCC1=O,-0.53000224,2.480743,6.8380885
A03761385,Cc1cccc(c1)-c1nnn2CC(CNCc3nccs3)OCc12,0.9728825,2.2575233,5.0047517
A03767983,COc1ccccc1C(CNC(=O)COc1ccccc1C)N1CCCC1,-1.2621492,0.58191615,4.585535
A03769659,Cc1ccc(CNC(=O)C2CCC(=O)N(CCCN3CCOCC3)C2)cc1,0.601832,1.9022139,5.792782
A03773296,COCC(=O)N1CCC2(C1)CCCN(C2)C(=O)Cc1cccnc1,-0.42919064,2.3940427,4.4268346
A03797239,O=C1N(Cc2ccc3OCOc3c2)C(Nc2ccc3OCCOc3c2)c2ccccc12,1.0562388,3.8579092,9.25141
A03801524,CC1CN(CC(C)O1)C(=O)COC(=O)c1[nH]c(C)c(C(C)=O)c1C,-1.2672088,-2.1459527,1.0108552
A03820280,O=C(N(CCN1CCCCC1)CC1CCCN(C1)C1CCCC1)c1cccs1,-0.49170506,2.8828065,4.6968036
A03869574,Fc1ccc(cc1)C(=O)c1ccc(cc1)N1CCN(CC1)C1CC(=O)NC1=O,-0.33660513,-0.78491974,0.99626696
A03892147,CC(C)C1CC(CCNCc2ccc3OCOc3c2)(CCO1)c1ccccc1,1.3173674,3.462444,9.632047
A03892251,CC(C)NC(=O)C1Cn2ccnc2C2(CCN(CC2)C(=O)c2cccn2C)O1,-0.117864765,3.1488364,7.34704
A03906570,CCN1C(=O)CCCC11CCCN(C1)C(=O)Nc1ccc(C)cc1,-0.9230147,-0.59500366,1.3199735
A03937307,CC(C)N1CCOCC2(CN(Cc3ccc(F)cc3)CCO2)C1,0.527818,3.8381343,7.475494
A03941312,CCc1n[nH]c(C(=O)NC2CCCN(Cc3ccccc3F)C2)c1C,-0.60038036,1.9744447,3.0953166
A03957108,C(OCC1CNCc2ncn(CC3CC3)c12)C1CCOCC1,-0.42237186,-2.5512958,0.71348286
A03964946,Clc1cccc(c1)C1CC(=O)C(C2NCCc3ccccc23)C(=O)C1n1cncn1,-0.06491639,-0.4928057,1.9355568
A03968265,COc1ccc(OCC(O)CNCc2ccco2)cc1,-0.9630302,-0.16633812,1.8366413
A03996094,Fc1ccc(cc1)N1CCC2(CC(CO2)Oc2cccnc2)CC1,-0.47747386,-3.1704612,0.84146124
A03997018,CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)-c1ccc(F)cc1,12.066665,-2.288009,5.179189
A03999329,COc1ccc2cc(ccc2c1)C(=O)C1CCCN(C1)C(=O)CCc1ccccn1,-0.8144079,-0.39546916,3.4000885
A04007378,Cc1cc(CN2CCC3(CC(CO3)Nc3ncccn3)CC2)nn1C,-0.5127973,-3.0402029,0.13175544
A04020461,CN1CC(=O)N(CC11CCN(C1)C(=O)c1cccs1)c1ccccc1,1.2531167,3.4633727,7.631899
A04050394,Cn1nccc1C(=O)N(CCN1CCCCC1)CC1CCCN(C1)C1CCCC1,-1.04482,0.0672347,2.2480993
A04053599,[O-][N+](=O)c1ccc2C(=O)N(\N=C\c3ccco3)C(Nc2c1)c1ccco1,-0.33256522,-0.9900578,1.3035612
A04055418,CCOC(=O)c1cnc2ccc(Br)cc2c1NCC(C)O,-1.3240412,0.5765412,2.177098
A04068814,Cc1ccccc1C(=O)N1CC(C(=O)NCc2cccs2)C2(C1)CCOCC2,2.9820435,3.185892,8.10177
A04089184,CC(N(C)CCOc1ccccc1)C(=O)Nc1cccc(c1)C#N,-0.62277246,0.60025686,2.2038002
A04095557,CC1CN(Cc2cnc(Cl)s2)CC(C)O1,0.8136088,12.880284,8.765277
A04096288,CCN(CC)CCN1CCOC2CCC1C2OCC=C,0.7422913,3.3113914,6.0233903
A04098842,CC1SCC(=O)N(CC(=O)Nc2ccc3OCCOc3c2)C1=O,-1.1498052,-1.8801922,1.7359018
A04112300,CN(C)C(CNC(=O)CC(NC(C)=O)c1ccccc1)c1ccco1,-0.22201863,2.6466377,5.042235
A04114896,CC(C)CN1CC2CN(CC12)S(=O)(=O)c1ccccc1,-1.3803788,-0.51867354,2.899487
A04116272,CC(=O)N1CCC2C(C[C@@H](CN3CCCC3)N2c2nccs2)C1,-0.33810133,0.13422206,2.0713556
A04132049,CCCCNC(=O)N1C(C)Cc2ccccc12,0.651734,1.5358081,4.809199
A04137009,CCc1cnc(nc1)N1CCC2(CC(CO2)Nc2cccc(n2)C#N)C1,-0.252236,2.3976152,4.9590707
A04140380,O=C(N1CCC2(CC1)NC(=O)CC2c1cccnc1)c1ccoc1,-0.43637908,1.1780053,2.4565082
A04146832,COC(C(=O)Nc1ccnn1C1CCN(CC1)C(=O)c1cccc(OC)c1)c1ccccc1,0.22274071,2.9302,6.46415
A04153908,O=C(N1CCOCC2(CCN(C2)c2ncccn2)C1)c1ccco1,0.060904495,-0.0682358,3.4019942
A04160464,CC(C)CN1CCN(Cc2cnc(nc2)-c2cccc(C)c2)CC1CCO,-0.30318,-0.075982295,3.3739371
A04164572,OCC1CCCN(C1)c1ncnc2scc(-c3ccccc3)c12,0.14806402,0.016684156,2.3799708
A04173309,C=CCOCC12CCCOC1CCN(C2)S(=O)(=O)C1CC1,0.7697049,2.5299554,6.0238347
A04176783,Cc1cnc(cn1)C(=O)NC(Cc1ccccc1)c1ccccc1,1.537983,2.0379918,5.981766
A04182719,CC(C)CCN1C2(CCN(C2)C(=O)Cc2cccnc2)c2ccccc2S1(=O)=O,0.24768935,3.726086,7.1325617
A04183818,O=C(Cc1ccc(NC2=NC3CS(=O)(=O)CC3S2)cc1)NCCc1ccccc1,0.065953344,0.46964857,2.4048963
A04192942,C(OC[C@@H]1CCC2C(CCN2Cc2ccco2)O1)C1CCOCC1,0.5299834,1.1925718,3.5222173
A04198706,CC(Cn1nc(C)cc1C)Nc1nc2nonc2nc1N1CCCCC1,0.14140256,2.8874178,5.502754
A04203391,CC1(C)C2CCC1(C)C(=O)N(CCCCN1CCN(CC1)c1ccccn1)C2=O,1.0017661,3.1709292,8.409651
A04220223,OC(CNC1CCCCCC1)COc1cccc2ccccc12,2.7018685,7.992139,-1.177538
A04234945,CC(=O)N1CCN2C(=O)C1CCCC(=O)c1cc(ccc21)C1CCCCC1,0.15551434,3.4885714,5.9026012
A04248846,FC(F)(F)C1CC(Nc2c(cnn12)C(=O)NCc1cccc(Cl)c1)c1ccco1,0.5792088,2.7857137,5.312186
A04250306,CC(Oc1cccc2CC(C)(C)Oc12)C(O)=O,-0.46733063,1.1010449,2.4393678
A04252859,CCCS(=O)(=O)N1CCC2(CC1)NC(=O)CC2c1cnn(C)c1,2.6223533,4.0098596,10.137637
A04280248,CC(CCc1ccco1)NC(=O)CCc1c(C)nc2c(c(C)nn2c1C)-c1ccccc1,0.044379786,2.5982244,5.8060513
A04284672,Cc1ccc(NC2=NC(c3ccco3)n3c(N2)nc(C)cc3=O)c(C)c1,0.17292537,-3.1348236,0.7570569
A04311948,Fc1ccc(CN2C3CS(=O)(=O)CC3S\C2=N/C(=O)C2CCCO2)cc1,0.20860438,3.1766486,6.514873
A04313246,CC(C(=O)NCCCc1ccccc1)n1nc(C)c2c(C)n(nc2c1=O)-c1ccccc1,0.07093597,3.204816,7.833988
A04315797,O=C(CC1CCCCC1)\N=C1/SC2CS(=O)(=O)CC2N1c1ccccc1,-1.5574269,0.12208897,3.1962821
A04322457,CC(C)NCC(O)c1ccc(O)c(O)c1,2.7419229,8.154451,-1.5844623
A04327189,CNCC(O)c1ccc(O)cc1,-1.2595603,0.6051203,4.1835957
A04357845,CCOC(=O)CN1CCC2(C1)CC(=NO2)C(=O)NCc1ccc(F)cc1,-0.42428485,1.8448367,3.7187319
A04378142,Cc1ccc(cc1)S(=O)(=O)N1C(CC(=O)Nc2ccccc2)C(=O)Nc2ccccc12,2.694422,8.44176,-2.2892826
A04381504,CN(C)C(CNC(=O)c1cccs1)c1ccco1,-0.4898204,2.6214345,5.09762
A04387880,Cn1cc(CCNC(=O)CC2N(CC(c3ccccc3)c3ccccc3)CCNC2=O)cn1,-0.9215444,2.2099366,5.726139
A04389989,CCCCS(=O)(=O)N1CCC2(CC2C(=O)N(C)Cc2ccccn2)C1,-0.8238456,-1.3967903,1.1818947
A04394384,CC(=O)N1CN(Cc2c1sc1CCCCc21)C1CCS(=O)(=O)C1,0.25564113,0.7310612,5.9572926
A04400712,CC1CC2(C)Oc3ccccc3CC2C(C)C1CNCCCN(C)C,-0.3518238,-0.02785528,3.6348276
A04416955,Cc1ccccc1N1CC2(CCN(C2)S(=O)(=O)C2CC2)CC1=O,-0.9578891,-0.72350323,1.2569274
A04418024,O=C(OCC(=O)c1ccccc1)C1CN(C(=O)C1)c1nc(cs1)-c1ccccc1,-0.2183053,-1.739566,1.410746
A04435147,CC1CC(C)CN(C1)C(=O)c1ccc(cc1)S(=O)(=O)N1CCCCC1,0.27721962,3.6259928,6.946905
A04440052,O=C(OCc1nnc(o1)-c1ccccc1)C1CN(C(=O)C1)c1ccccc1,0.35146672,2.6166644,6.8889503
A04459509,COc1cccc(NC2COC3(C2)CCN(CC3)C(=O)c2ccccc2F)c1,2.9901068,2.9180021,7.653065
A04467154,OCCN1CCCC2(C1)COCCN(C2)c1nncs1,-0.6400971,-0.9091036,1.3408048
A04474179,CC(NCC(O)COCc1cccs1)C1CC2CCC1C2,-1.2490144,0.47270983,4.594913
A04485688,COc1ccc(cc1)N1Cc2cccc(C(=O)NC(C)CCc3ccco3)c2C1=O,-0.0903287,-3.4279819,0.8762978
A04497688,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,-0.78750175,1.3237406,2.887388
A04508639,COc1ccc2cc(ccc2c1)C(=O)C1CCCN(C1)C(=O)CCc1cnn(C)c1,-0.24286157,3.4889386,6.6390476
A04517012,Fc1ccccc1CN1CCC2(CC1)CC(CCO2)NC(=O)C1CC1,0.37270993,1.0718263,3.3096735
A04526215,CC(=O)NC(CCS(C)(=O)=O)C(=O)Nc1ccccc1,0.8851371,2.9335678,5.57438
A04533741,CCC(C)C(NC(=O)C1CCC(C)CC1)C(=O)NC(C(C)C)C(=O)OC,-0.1906851,2.376276,5.7248855
A04536368,CCCCS(=O)(=O)N1CCC2(CC(CC(=O)N3CCCC3)c3ccccc23)CC1,2.5933537,3.9369912,9.852164
A04551467,Cc1cccc(C)c1OCC(O)CNS(=O)(=O)c1ccccc1C(=O)N1CCOCC1,-0.39294705,-1.6336632,1.2350955
A04553218,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-0.7722908,-0.03663165,2.085433
A04555273,CC(C)Cc1ccc(CN2CCCC(C2)NC(=O)CCN2CCOCC2)cc1,0.20646402,0.55530137,4.209534
A04558755,CN(C)c1ccc2C(N(Cc2c1)C(=O)c1cccnc1)c1cnco1,0.9125829,3.215176,6.0347447
A04572001,COCCCNCC(O)COc1cccc2[nH]c(C)cc12,1.3940374,3.845081,8.399032
A04591186,Cc1ccc(cc1)S(=O)(=O)CCC(O)c1ccc(Cl)cc1,0.51243067,3.97363,7.40949
A04600397,COc1ccc(NC(=O)COC(=O)C2CN(C(=O)C2)c2ccc(C)cc2)cc1,-0.0815012,1.7869672,3.6693325
A04607095,CC(=O)NC(CCS(C)(=O)=O)C(=O)Nc1c(F)cccc1F,-1.2854158,-2.3224916,0.9461812
A04607351,COc1ccc(cc1)C1C2CCCCC2(O)CCN1C(=O)c1cccs1,-1.0338973,0.88360727,2.900576
A04620690,COc1cc(NC(=O)C2C3CC(C=C3)C2C(O)=O)ccc1NC(=O)c1ccccc1,0.63759774,-0.61254513,2.851808
A04621627,CC(Oc1ccc(C)cc1)C(=O)Nc1ccccc1C(=O)N1CCN(C)CC1,0.9326096,4.203603,8.440235
A04628618,Cn1cnnc1SC1C(NS(=O)(=O)c2ccccc2)c2cccc3cccc1c23,3.2367947,7.870816,0.0022082247
A04644112,FC(F)(F)C1CC(Nc2cc(nn12)C(=O)NC1CCCCCC1)c1ccco1,0.13462842,3.5901115,7.3219886
A04666293,COc1ccc(cc1)C(CNC(=O)CNC(=O)c1cccc(C)c1)N1CCOCC1,-1.2426561,1.7696335,4.8045793
A04722565,O=C(C1CCCN(Cc2ccc3nsnc3c2)C1)c1ccc2OCOc2c1,0.19808649,-2.0405242,1.3866833
A04737645,CC(C)N(C)CC1CCC2(CCN(CC2)c2nncs2)CO1,-0.909349,-0.81403077,1.6962842
A04757193,CNC(=O)CN1C(=O)CCC11CCCN(C1)c1cnccn1,0.16026177,2.7063472,5.377374
A04764232,Cc1ccc(C)c(NC(=O)CC2Sc3ccccc3NC2=O)c1,-1.3733646,-0.4843966,1.8267359
A04767363,COCCn1c2CCC(Cc2ccc1=O)NCc1ccco1,-0.67624325,-1.71907,0.39046833
A04778309,COC(=O)CC1SC(=O)NC1=O,1.5124829,3.7619452,8.165532
A04790857,COC(=O)C(CC(C)C)NC(=O)c1cc(OC)c(OC)c(OC)c1,1.1668711,3.1662145,6.5514073
A04801328,COC(=O)C1CCCCN1C(=O)CCc1nnc(CCc2c[nH]c3ccccc23)o1,-0.14892915,-1.0971917,4.15832
A04803495,CC(OC(=O)c1cc2CCCCCc2s1)C(=O)NC(N)=O,0.4042098,3.5291564,5.744057
A04809183,CC1COC2(CCN(C2)C(=O)c2nn(C)c3ccccc23)C1,-1.1775252,-0.6623498,1.8668504
A04812723,COCCN(C)C(=O)c1ccc2nnc3ncn(CC4CCCO4)c3c2c1,-1.1998875,-1.8566884,1.4982913
A04822668,COCCC(=O)NCC1Cn2nnc(-c3cnn(C)c3)c2CO1,0.5871553,2.5318139,5.2792873
A04833236,COCC1CC2(CO1)CCN(Cc1ccc3ccccc3n1)CC2,0.7408289,1.815805,4.2640634
A04840199,[O-][N+](=O)c1ccc(cc1)-c1ccc(o1)C(=O)NC1CN2CCC1CC2,0.33597898,-0.2662422,2.6386118
A04863256,CC1N(C)CCn2c(COCC3CC3)cnc12,-0.40745538,2.054098,5.163236
A04876531,COc1ccc(CCNC(=O)C2(C)CCC(=O)N2Cc2ccc3OCOc3c2)cc1OC,0.08331811,3.2336287,6.009999
A04881476,CC(C)NC(=O)N1CCC2(CC(CC(=O)N3CCCC3)c3ccccc23)CC1,-1.197991,0.59721637,3.5841382
A04891507,Fc1cccc(CN2C3COCC2CC(C3)OCC2CC2)c1,0.53490865,3.8529406,7.3957534
A04901206,Clc1ccc(OCC(=O)NC2CN3CCC2CC3)cc1,-1.0418087,0.30391496,2.3337057
A04901748,CC(C)=CC1C(C(=O)NCCOc2ccccc2)C1(C)C,-0.1534619,1.5360079,3.829184
A04909829,Cc1cccc(CN2C(=O)CCC22CCN(CC3CCOC3)CC2)c1,-0.75338584,2.1596706,5.4719343
A04919073,O=C(NC1CCCN(CCc2ccccc2)C1)C1CCCC1,0.20239691,3.452201,5.7666144
A04919211,C[C@H]1O[C@@H](OC2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)CC3OC3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,-0.8924042,-2.1615272,0.3590573
A04926951,Cc1ccccc1-n1ncc2C(CC(C)(C)Cc12)NC(=O)CCN1CCCCC1=O,1.5172426,4.0770636,9.101027
A04934214,O=C(N(CC1CCCO1)Cc1ccco1)N1CCOCC1,-0.09886987,2.2992315,3.638675
A04938930,OC(COc1ccc(OCc2ccccc2)cc1)CN1CCCCC1,-0.97603923,1.5647815,3.1532278
A04945661,COCC1CCCCN1Cc1c[nH]nc1-c1ccc(OC)cc1OC,-0.5017572,-1.0386766,1.2106892
A04948428,CCCCNC(=O)CC(C(=O)N1CCc2ccccc12)n1ccnc1,0.5662346,3.2268517,7.277745
A04956113,CC(C)c1ccc(NC(=O)C(N2CC(=O)Nc3ccccc23)c2ccccc2)cc1,-1.0782275,1.3820131,3.1520603
A04957122,CC1(C)C2CCC1(CS(=O)(=O)NCCc1c[nH]c3ccccc13)C(=O)C2,-0.3626355,1.0311689,2.34992
A04960882,C=CCN1CCOCC2(CN(CCO2)C(=O)c2cc[nH]n2)C1,12.264023,-1.9618315,5.022633
A04963631,CCOC1COC2(C1)CCN(CC2)C(=O)Cc1ccccn1,-0.5896152,2.0059721,5.3928676
A04996364,CCOCC1CC2(CO1)COCCN2C(=O)c1ccoc1C,-0.5422728,-1.695462,0.7974239
A05003749,Cc1ccc(cc1)C1(CC1C(=O)NCc1cccnc1)c1ccc(C)cc1,-1.543822,-0.62743884,1.6500522
A05007757,Brc1ccc(o1)C(=O)N\N=C\C1CC2CCC1C2,-0.38589305,-0.61472046,1.2763315
A05020187,CC1(CCC(=O)N1CCN1CCOCC1)C(=O)NC1CCCCCCC1,-0.76582295,1.755072,3.1289785
A05021653,CN=c1sc2ccccc2n1CC(O)COCc1ccco1,0.80823225,3.4786947,8.32581
A05063194,COc1cccc(CN2CC(CCC2=O)C(=O)NCc2ccc(C)o2)c1,-1.0635719,-0.7525761,1.1252823
