,compound_stem,u1,u2,u3
548,A22740840_30,-0.43498972,0.981205,8.728686
549,A22740840_3,-0.42253855,0.6338782,9.753034
550,A22740840_10,-0.3323019,0.7344319,9.362252
551,A58048407_1,-0.6455756,2.4875844,7.8010564
552,A58048407_30,-0.56900245,1.7662636,8.049344
553,A58048407_3,-0.407687,1.2744037,8.592424
554,A58048407_10,0.0007839501,4.607849,5.9161425
555,M27076668_1,0.8904524,6.4823084,3.8303244
556,M27076668_30,-0.5281674,2.2597961,7.3894286
557,M27076668_3,-0.6702637,2.0042427,7.6171994
558,M27076668_10,-0.18995309,3.6040132,5.6483555
559,K22134346_1,-0.5407853,1.42317,8.548263
560,K22134346_30,-0.41508824,0.5234454,9.986161
561,K22134346_3,-0.4107393,0.88356024,9.29049
562,K22134346_10,-0.53286505,1.8594178,8.154528
563,K17075857_1,2.943281,9.690439,4.1216707
564,K17075857_30,-0.387119,1.4104782,9.83325
565,K17075857_3,1.9806708,7.7599497,3.635649
566,K17075857_10,2.747734,9.517684,4.2666135
567,K53448858_1,-0.43471265,1.0500027,8.820136
568,K53448858_30,-0.29271653,0.2505169,10.722633
569,K53448858_3,-0.35951844,0.31509757,10.296245
570,K53448858_10,-0.3570209,0.32987624,10.436594
571,K03243820_1,-0.5499632,1.4954641,8.579998
572,K03243820_30,-0.4294517,0.6783228,9.509531
573,K03243820_3,-0.3367117,0.5464355,9.843816
574,K03243820_10,-0.5638145,0.91808504,9.3464575
575,A97674275_1,-0.31397355,0.5966359,9.682306
576,A97674275_30,-0.31398934,0.27521232,10.368103
577,A97674275_3,-0.30441245,0.2339537,10.486301
578,A97674275_10,-0.34011576,0.34671998,10.332643
579,K89348303_1,-0.41874483,1.1058865,9.438024
580,K89348303_30,-0.29268926,0.29044893,10.812091
581,K89348303_3,-0.45459977,0.31170255,10.385881
582,K89348303_10,-0.3605818,0.58046275,9.767538
583,A33447119_1,-0.55618125,3.2952187,7.246931
584,A33447119_30,0.0146935955,4.519449,5.7483234
585,A33447119_3,-0.5758896,2.3368468,8.571095
586,A33447119_10,-0.22906318,3.991557,6.5709405
587,K31484631_1,10.861474,2.7736666,3.141241
588,K31484631_30,10.861403,2.7737968,3.1411042
589,K31484631_3,10.861829,2.7733266,3.1408865
590,K31484631_10,10.861577,2.773253,3.1409364
591,K30240666_1,0.79612243,6.83432,4.6057534
592,K30240666_30,1.0379765,6.8431587,4.374505
593,K30240666_3,0.43635246,6.006273,4.5692954
594,K30240666_10,0.6425965,6.285706,4.6305385
595,K32318651_1,10.013409,9.063314,9.027356
596,K32318651_30,-0.48704928,0.74556535,9.849801
597,K32318651_3,-0.502646,1.6493951,8.348698
598,K32318651_10,9.933559,9.113118,9.014098
599,K03406345_1,0.25586706,3.585288,6.5065503
600,K03406345_30,-0.53428864,0.9576547,9.160475
601,K03406345_3,-0.43406156,1.0296508,8.968637
602,K03406345_10,-0.22496542,2.0625083,7.9955516
603,K73999723_1,0.36439753,5.3318048,4.555483
604,K73999723_30,-0.104616776,4.303115,5.5092735
605,K73999723_3,-0.33108744,2.6291852,6.476361
606,K73999723_10,-0.30469346,2.8307104,6.2416344
607,K34157611_1,2.0123322,8.71302,4.390959
608,K34157611_30,-0.00905507,3.8657606,6.4426584
609,K34157611_3,-0.017156638,3.6055107,6.8596034
610,K34157611_10,0.6779112,6.2104664,4.733296
611,K18135438_1,0.16440882,4.149637,6.2352605
612,K18135438_30,-0.09321399,3.493534,6.315818
613,K18135438_3,0.1963203,4.02035,6.010492
614,K18135438_10,-0.15992753,3.572454,6.572609
615,M61246020_1,0.07678511,3.6196213,6.7001224
616,M61246020_30,-0.30761498,2.005892,7.3899355
617,M61246020_3,-0.40768567,1.6363245,8.064724
618,M61246020_10,0.17517313,3.1936839,7.0051994
619,A02759312_1,0.07040522,4.0390325,5.914903
620,A02759312_30,-0.19493118,2.6071627,7.188075
621,A02759312_3,-0.38787177,1.748861,7.9356575
622,A02759312_10,-0.005345519,3.277271,7.319584
623,K60237333_1,0.033909097,3.0759568,6.9981623
624,K60237333_30,-0.35467222,1.6377906,8.019489
625,K60237333_3,-0.2694491,1.285492,8.796702
626,K60237333_10,0.19048354,4.207716,6.033916
627,K28346421_1,9.808307,9.274592,9.048971
628,K28346421_30,9.868588,9.209431,9.061968
629,K28346421_3,9.879949,9.213453,9.065767
630,K28346421_10,9.803751,9.281697,9.066676
631,K51768138_1,1.01355,6.5149136,4.52028
632,K51768138_30,-0.29729152,2.5616715,7.2369747
633,K51768138_3,0.08835529,3.4167745,6.4547577
634,K51768138_10,-0.2021223,2.9998178,7.096529
635,K98039984_1,0.40937254,5.136801,4.584116
636,K98039984_30,-0.07680901,3.135842,5.8931184
637,K98039984_3,-0.30249375,3.3266318,6.0943394
638,K98039984_10,0.50898325,5.675541,4.164572
639,A22032524_1,-0.13486297,3.169815,6.992649
640,A22032524_30,-0.33450142,3.215598,6.1288495
641,A22032524_3,-0.28772455,2.7268353,6.5471396
642,A22032524_10,-0.30463845,3.3861592,6.0500755
643,K15502390_1,-0.2555879,0.5962407,9.749967
644,K15502390_30,1.4210808,6.5088916,6.6317863
645,K15502390_3,-0.29878667,0.24909419,10.403083
646,K15502390_10,-0.47354588,0.62381476,10.109196
647,K36207157_1,0.10360717,3.6193197,5.768184
648,K36207157_30,2.0716069,7.7307634,3.111505
649,K36207157_3,-0.4167442,1.226569,8.294157
650,K36207157_10,0.70399594,4.9284024,4.2346067
651,A04553218_1,-0.4843425,2.0146754,7.974959
652,A04553218_30,-0.2965694,2.712524,6.74021
653,A04553218_3,-0.0031056507,3.022844,6.5460334
654,A04553218_10,-0.18660234,2.3459523,7.476796
655,K82381502_1,0.043176923,3.0396516,6.696778
656,K82381502_30,-0.32418156,0.3270085,10.386468
657,K82381502_3,-0.34859687,0.7003294,9.4960375
658,K82381502_10,-0.5470678,0.9206425,9.511689
659,K97181089_1,0.49514604,5.613869,4.4421797
660,K97181089_30,0.35529062,6.0818815,4.4318047
661,K97181089_3,-0.41340268,1.3757125,9.915732
662,K97181089_90,-0.5636499,3.0682263,7.5893836
663,K97181089_10,0.16797377,4.7135105,6.191473
664,K78113049_1,0.36472535,3.94114,6.0521603
665,K78113049_30,-0.27930617,0.28066212,10.356951
666,K78113049_3,-0.4372468,1.1349851,8.606818
667,K78113049_10,0.7396544,5.357411,4.550824
668,M66874015_1,0.5870015,4.835545,5.4406323
669,M66874015_30,-0.46601075,0.97512996,9.229222
670,M66874015_3,-0.30978438,0.72033477,9.553101
671,M66874015_10,0.055227466,3.4100435,6.4117904
672,K50388907_1,-0.52652496,1.2425253,8.717604
673,K50388907_30,-0.4007419,0.668682,9.508938
674,K50388907_3,-0.36285147,3.6463196,6.634694
675,K50388907_90,-0.52467203,3.0368183,6.9202666
676,K50388907_10,-0.38426948,3.6075933,5.902324
677,K28667793_1,0.06328792,2.9903002,7.0702367
678,K28667793_30,-0.39795622,0.82049394,9.296893
679,K28667793_3,-0.34549284,0.73153955,9.449777
680,K28667793_10,-0.38255996,1.8810908,8.000833
681,A34006693_1,-0.47555232,1.4867522,8.44949
682,A34006693_30,-0.39506555,0.3830197,10.09993
683,A34006693_3,-0.3447549,0.39064336,10.201643
684,A34006693_10,-0.45309326,1.2927374,8.608695
685,A90515964_1,-0.43083298,0.67389107,10.226996
686,A90515964_30,-0.4431054,1.0254138,8.672721
687,A90515964_3,-0.469744,0.8952074,8.979257
688,A90515964_10,-0.58680284,0.8151562,9.077635
689,A05515753_1,0.41856638,4.0497384,6.3592186
690,A05515753_30,-0.46434537,1.1954358,8.917523
691,A05515753_3,-0.3287472,0.9499015,9.292032
692,A05515753_10,-0.52063274,1.7196469,8.175492
693,K51350053_1,-0.5561288,1.2353226,8.7289
694,K51350053_30,0.74020386,4.9179463,4.124595
695,K51350053_3,-0.27398017,0.8205425,9.383403
696,K51350053_10,-0.40389764,1.5471246,8.19338
697,A16665823_1,1.3860604,7.349505,3.8952432
698,A16665823_30,3.653413,10.286987,3.994576
699,A16665823_3,1.3553594,7.717654,4.163774
700,A16665823_10,0.010403096,4.4816256,5.6095757
701,K49350383_1,-0.24044158,1.601186,8.121451
702,K49350383_30,-0.2787632,0.3722091,10.964003
703,K49350383_3,-0.30763677,0.22615735,10.408154
704,K49350383_10,-0.34062254,0.5879005,10.437748
705,K10362825_1,-0.3780373,1.7095488,9.002127
706,K10362825_30,1.5116538,6.4391103,7.870773
707,K10362825_3,-0.29576606,0.34576097,10.896615
708,K10362825_10,0.21409266,5.155563,5.5637655
709,K63736853_1,-0.37412632,1.4419578,8.531673
710,K63736853_30,-0.5105623,0.8821802,9.210044
711,K63736853_3,-0.33334553,0.6401643,9.572645
712,K63736853_10,-0.4870387,1.6743385,8.706368
713,A65013509_1,-0.3815069,1.2659873,8.224451
714,A65013509_30,-0.28773633,2.8644745,6.1642466
715,A65013509_3,-0.5602632,0.91981083,9.359502
716,A65013509_10,-0.30964944,2.3140717,6.9318104
717,K32273377_1,-0.31410715,2.840955,6.4001307
718,K32273377_30,-0.7419098,3.8097117,6.626403
719,K32273377_3,-0.569455,2.1981552,7.369063
720,K32273377_10,-0.34818953,4.1327696,5.8637776
721,M97113494_1,-0.5744055,2.1749096,7.4810452
722,M97113494_30,-0.59991944,2.8781128,7.2803593
723,M97113494_3,-0.21405266,3.3077016,6.06171
724,M97113494_10,-0.5462355,3.1779423,6.8425417
725,A75935363_1,1.6436244,8.375597,4.125108
726,A75935363_30,2.0712485,9.022561,4.7030377
727,A75935363_3,-0.4320043,3.997245,6.241096
728,A75935363_10,1.5464057,8.3299885,4.3209863
729,K79116891_1,0.31851077,5.2098126,4.9419527
730,K79116891_30,-0.046689164,3.082813,6.6863213
731,K79116891_3,-0.46030304,1.0561353,9.127995
732,K79116891_10,0.31377116,4.219576,5.6265116
733,A62036252_1,3.1295152,9.556244,3.6764371
734,A62036252_30,4.038801,10.324043,5.425071
735,A62036252_3,1.7702832,7.2712626,3.4768412
736,A62036252_10,3.96505,10.27502,5.3579345
737,K72093121_1,0.1261399,3.41651,6.6904097
738,K72093121_30,1.5420569,6.434265,8.129916
739,K72093121_3,-0.34032828,2.0026271,8.566843
740,K72093121_10,-0.16872981,3.445032,7.431305
741,K77695569_1,-0.42623568,1.1882951,8.513901
742,K77695569_30,-0.2241988,2.4219942,6.524366
743,K77695569_3,-0.42616305,0.8920512,8.948855
744,K77695569_10,-0.28900966,2.207158,6.970947
745,K74225533_1,0.16445,4.4247518,6.112234
746,K74225533_30,-0.5422406,2.5814314,7.146313
747,K74225533_3,-0.47394007,0.61479956,9.969716
748,K74225533_10,0.24538112,4.828693,5.9413958
749,K51207550_1,-0.5079415,1.4703245,8.56952
750,K51207550_30,3.4660895,10.677944,6.706028
751,K51207550_3,1.6187422,6.549715,8.169311
752,K51207550_10,1.7884891,6.965783,7.6684237
753,A15173637_1,-0.22480418,4.952873,5.5318737
754,A15173637_30,-0.6136789,2.0383728,7.9972334
755,A15173637_3,-0.31852207,1.8210218,7.833587
756,A15173637_10,0.059383903,4.6884656,5.59182
757,K70505054_1,-0.34619012,0.34231532,10.238092
758,K70505054_30,-0.25915134,0.37724397,10.177982
759,K70505054_3,-0.30880487,0.26638976,10.690177
760,K70505054_10,-0.35819763,0.36926022,10.371647
761,A67060370_1,1.9650617,8.232922,4.058098
762,A67060370_30,-0.025766002,4.431488,6.0114546
763,A67060370_3,0.47286236,5.16348,5.175367
764,A67060370_10,0.09359296,4.4332533,5.703463
765,M04732511_1,-0.23486432,1.5184269,8.438562
766,M04732511_30,-0.40895912,1.1708596,8.482673
767,M04732511_3,-0.32910126,0.5940036,9.632481
768,M04732511_10,-0.42237204,1.4916542,8.079111
769,K56975346_1,3.9543622,10.146792,6.4634767
770,K56975346_30,4.348666,11.083996,7.438226
771,K56975346_3,2.988699,8.971363,6.3560805
772,K56975346_10,4.30373,10.528914,6.9627733
773,K61951426_1,1.6898167,7.826779,3.442417
774,K61951426_3,2.0979445,8.792009,3.480232
775,K61951426_10,1.6696824,7.791453,3.4888606
776,K61951426_30,1.896268,7.1471663,7.5319295
777,K42215721_1,1.5744772,7.7158284,3.8759153
778,K42215721_30,4.165072,9.964708,6.5238013
779,K42215721_3,0.22639878,3.9874039,5.2050085
780,K42215721_10,2.7956285,9.442918,4.661737
781,A88256569_1,2.0467877,8.899006,3.6887472
782,A88256569_30,2.175374,9.116031,3.721493
783,A88256569_3,2.8720949,9.8339,4.1266494
784,A88256569_10,2.178356,9.109604,3.724267
785,K68731291_1,1.5635455,7.5996704,3.6272554
786,K68731291_30,4.386894,10.825665,4.508749
787,K68731291_3,2.1870944,9.105792,3.7366292
788,K68731291_10,3.0228817,9.669112,3.5973206
789,K51865197_1,3.6965885,10.084819,5.5020967
790,K51865197_30,5.022782,10.36248,6.9117785
791,K51865197_3,4.1335745,10.158304,6.1263466
792,K51865197_10,4.5789165,10.264257,6.5591927
793,K96689963_1,3.3619878,10.256981,4.2891874
794,K96689963_3,3.5090218,10.324565,4.1504707
795,K96689963_9,4.303888,10.76186,4.4639874
796,K96689963_30,7.5822473,10.898297,6.9572177
797,K05831479_1,2.6104574,9.480881,4.1309614
798,K05831479_3,2.3002036,9.044229,3.523962
799,K05831479_9,5.0933914,11.019382,4.947888
800,K05831479_30,6.81726,11.074455,6.3437676
801,K15144091_1,1.6904448,7.6281614,3.4978914
802,K15144091_3,0.051148783,3.0557837,5.8730083
803,K15144091_10,2.070672,8.782742,3.5163321
804,K15144091_30,2.2943764,9.160996,3.8522885
805,K17278870_1,1.0083096,6.280581,4.213895
806,K17278870_30,4.166556,10.616159,4.401784
807,K17278870_3,0.1246724,4.268703,5.8959036
808,K17278870_10,1.5129161,7.566311,4.1863503
809,K16661458_1,0.92261946,5.9733896,4.2731743
810,K16661458_30,1.7262264,7.7382236,3.4513152
811,K16661458_3,1.9966767,8.487715,3.9284716
812,K16661458_10,0.8224778,5.306495,4.733205
813,K18291245_1,0.5808761,4.0215907,5.5028915
814,K18291245_30,6.4455132,10.083521,7.9187784
815,K18291245_3,1.9708223,7.9023976,3.2803655
816,K18291245_10,2.118627,8.077579,3.3414183
817,K54759725_1,1.5550784,6.681657,7.268187
818,K54759725_30,8.365961,9.95962,8.533813
819,K54759725_3,1.8526648,7.0761213,7.54975
820,K54759725_10,6.4205556,10.004248,8.033623
821,K06862752_1,0.61224395,6.0279284,4.277679
822,K06862752_30,4.925402,10.938705,5.051411
823,K06862752_3,2.335725,9.201031,4.135905
824,K06862752_10,1.9823257,8.76231,4.0105205
825,K37139034_1,1.9416455,8.320948,3.8496475
826,K37139034_30,10.069511,9.084614,9.056234
827,K37139034_3,3.258136,9.704362,5.323404
828,K37139034_10,4.2242413,10.099279,6.393831
829,K35762468_1,-0.16642661,3.6930747,5.740489
830,K35762468_3,3.6855104,10.415173,4.156914
831,K35762468_10,3.7220588,10.356711,3.8431258
832,K35762468_30,7.3657064,10.26039,8.124597
833,K51562378_1,-0.049395166,3.9147677,6.325685
834,K51562378_30,1.6344383,6.6877265,7.7377663
835,K51562378_3,1.1615176,7.5318913,4.205463
836,K51562378_10,-0.38021037,2.003529,9.033894
837,K45520098_1,2.9435716,9.834749,4.0919046
838,K45520098_30,0.42739415,4.7351294,5.0457215
839,K45520098_3,0.85417753,6.22676,4.1352453
840,K45520098_10,2.132515,9.051821,3.7228508
841,K08650353_1,1.0739876,6.776155,5.0870814
842,K08650353_30,2.6794093,9.523299,4.403376
843,K08650353_3,2.3680742,9.243365,4.4743166
844,K08650353_10,2.1021156,8.830969,4.064999
845,K52749123_1,2.0896766,8.982293,3.7046711
846,K52749123_30,3.9105337,9.791361,6.5203166
847,K52749123_3,2.1395252,9.142999,3.9528613
848,K52749123_10,1.754444,8.527155,4.2262526
849,K67568070_1,3.3282075,10.213838,4.2246156
850,K67568070_3,2.1423697,8.844279,3.5334632
851,K67568070_10,3.5281165,10.34654,4.2608128
852,K67568070_30,1.9592515,8.903422,4.2820654
853,K56009141_1,0.7981343,6.24965,4.201255
854,K56009141_3,2.865,9.008628,5.8417325
855,K56009141_10,1.779936,6.96229,7.514518
856,K56009141_30,6.869605,10.205374,8.103209
857,K36435942_1,0.5167827,4.590278,5.0978365
858,K36435942_30,9.260902,9.651313,8.849497
859,K36435942_3,10.086004,9.054367,9.085164
860,K36435942_10,10.177116,8.990984,9.095017
861,K07099813_1,2.0016909,8.576489,4.0037465
862,K07099813_30,5.703061,11.186956,5.4226346
863,K07099813_3,2.0967321,8.879654,3.681873
864,K07099813_10,3.6644502,10.30777,3.9443722
865,K53834927_1,3.3760757,10.60518,6.144184
866,K53834927_30,4.4508586,11.193881,7.598224
867,K53834927_3,3.7521296,10.990369,6.82084
868,K53834927_10,4.2461853,11.211635,7.481562
869,K87401308_1,0.9676701,5.985192,4.3000627
870,K87401308_30,4.6688485,10.950831,4.818105
871,K87401308_3,2.146933,8.853099,3.8714247
872,K87401308_10,1.6731929,8.007579,3.7213736
873,K73498445_1,2.843644,9.646997,3.8883154
874,K73498445_3,1.9652587,8.527854,3.5164268
875,K73498445_10,3.2638338,10.135631,4.180004
876,K73498445_30,2.7357738,9.459515,3.609376
877,K19353316_1,2.8352075,9.816584,4.0383706
878,K19353316_30,1.523589,7.6465454,4.83595
879,K19353316_3,1.4532362,7.707832,3.9978318
880,K19353316_10,2.7611551,9.6143465,4.115391
881,K68467937_1,3.3317208,10.217328,4.299847
882,K68467937_30,4.540967,10.855922,4.5231166
883,K68467937_3,2.1594133,8.846484,3.5204713
884,K68467937_10,4.3265343,10.737747,4.441848
885,K96585818_1,1.9943631,8.765025,3.7693958
886,K96585818_30,2.2050145,8.922779,3.6247106
887,K96585818_3,1.6151165,7.4874415,3.5337327
888,K96585818_10,1.1429374,6.1982856,3.7270815
889,K48978988_1,3.0672708,9.923734,4.0686297
890,K48978988_30,2.8049808,9.640626,3.8842611
891,K48978988_3,1.9833729,8.748029,3.6350152
892,K48978988_10,3.3793297,10.226367,4.2758274
893,K99982945_1,2.0944297,8.749673,4.3182673
894,K99982945_3,3.5767748,10.214798,5.0591393
895,K99982945_9,3.1617923,9.355329,5.7869277
896,K99982945_30,5.2083387,10.421315,6.977301
897,K01375137_1,3.331186,10.154528,4.139479
898,K01375137_3,2.0945523,8.773457,3.674212
899,K01375137_9,3.6169071,10.305182,3.9722128
900,K01375137_30,8.740388,9.934363,8.570746
901,K86020601_1,1.876323,8.80177,3.9625447
902,K86020601_30,1.8908532,8.555442,4.420951
903,K86020601_3,2.1228197,8.861696,4.451357
904,K86020601_10,2.1243672,8.943509,4.3725615
905,K36713587_1,2.0812547,8.896027,3.8186948
906,K36713587_30,3.088701,9.791837,3.7288802
907,K36713587_3,1.8036879,8.381365,3.711009
908,K36713587_10,3.521245,10.350678,4.408851
909,K01139712_1,2.873454,9.83247,4.108412
910,K01139712_30,3.2538671,10.250386,5.051541
911,K01139712_3,0.9439248,6.441146,4.0040317
912,K01139712_10,2.793063,9.736306,4.223097
913,K07201661_1,1.2087055,6.5605693,4.12474
914,K07201661_30,2.9301238,9.661753,3.6789246
915,K07201661_3,1.1576585,5.108005,4.4430146
916,K07201661_10,1.0771916,5.755851,4.076839
917,K74153589_1,2.7037387,9.521185,4.3090863
918,K74153589_30,0.87453514,5.769932,5.0641475
919,K74153589_3,1.1622058,6.6906996,4.125125
920,K74153589_10,2.005829,8.745546,3.8624673
921,K93080602_1,2.3928642,9.012645,4.571425
922,K93080602_30,10.107553,9.054039,9.083988
923,K93080602_3,2.8888154,9.0009365,6.074433
924,K93080602_10,4.4770393,11.226,7.6355166
925,K04614183_1,1.8368104,8.28717,3.6349473
926,K04614183_30,3.5963836,10.347708,4.0810666
927,K04614183_3,2.0067837,8.758672,3.6909926
928,K04614183_10,2.069925,8.942052,3.633005
929,K95040287_1,2.0441754,8.25773,4.0480976
930,K95040287_30,3.3145752,10.55348,6.075054
931,K95040287_3,1.8992561,8.1292925,4.261304
932,K95040287_10,2.2735186,9.037626,4.2476296
933,K53798112_1,2.078628,8.958148,4.918223
934,K53798112_30,3.6660187,10.94477,6.6944494
935,K53798112_3,2.8549345,10.158268,5.740668
936,K53798112_10,3.7130227,10.958689,6.794234
937,K48827230_1,1.7516288,7.9629135,3.3880768
938,K48827230_30,4.3812685,10.820928,4.4911304
939,K48827230_3,1.9647881,8.70777,3.5587983
940,K48827230_10,1.7945524,7.654012,3.24692
941,K41936653_1,0.9927381,6.6082687,4.332952
942,K41936653_30,2.8607612,10.091675,5.553017
943,K41936653_3,1.7486753,7.720774,3.532906
944,K41936653_10,2.4536426,9.037772,4.045312
945,K41500270_1,0.5365522,6.528405,5.652971
946,K41500270_30,0.56388056,6.570782,5.6219454
947,K41500270_3,0.51916623,6.497926,5.660834
948,K41500270_10,0.5291565,6.4806566,5.6858954
949,K54175707_1,1.9966873,8.776773,3.71309
950,K54175707_30,2.8340971,9.79806,4.2672944
951,K54175707_3,2.1003509,8.818626,3.6727178
952,K54175707_10,1.0619996,6.5196447,3.9871593
953,K20640842_1,5.340018,10.43386,7.11109
954,K20640842_30,9.718546,9.356128,8.994427
955,K20640842_3,5.6883545,10.503853,7.3998513
956,K20640842_10,5.8722854,10.542976,7.535686
957,K61484491_1,2.8351128,9.63105,3.9476776
958,K61484491_30,0.4997879,6.2929463,4.617953
959,K61484491_3,1.5410901,8.087761,4.028039
960,K61484491_10,2.3340163,9.1933565,4.2107134
961,K66001317_1,2.2174652,8.703798,3.467732
962,K66001317_30,7.995037,10.059686,8.423433
963,K66001317_3,3.8343437,10.457616,4.0958996
964,K66001317_10,5.0319157,11.024478,4.9797378
965,K23186167_1,2.1111975,8.930735,3.6573722
966,K23186167_3,1.4658133,7.81583,3.8572917
967,K23186167_10,3.0519044,9.963601,4.588943
968,K23186167_30,3.4396129,10.32315,6.210851
969,A98847674_1,2.1980896,9.055386,3.7378738
970,A98847674_30,1.7716084,7.7867184,3.4011064
971,A98847674_3,1.7217375,8.053665,4.006998
972,A98847674_10,2.003749,8.712065,3.7148306
973,K94204148_1,2.003573,8.635087,3.6255167
974,K94204148_30,5.1931357,11.150189,5.036387
975,K94204148_3,3.5133438,10.091429,3.3984323
976,K94204148_10,4.4380584,10.850628,4.514867
977,K16987952_1,2.0653973,8.860026,3.8043869
978,K16987952_30,3.26656,10.148076,4.2260947
979,K16987952_3,2.885543,9.805906,4.1058106
980,K16987952_10,2.7727036,9.692231,4.134697
981,K25153909_1,1.878366,8.699061,3.881706
982,K25153909_30,4.251673,11.235176,7.5046873
983,K25153909_3,1.9205482,8.843449,4.3638105
984,K25153909_10,3.33581,10.588916,6.1135955
985,K05172850_1,0.8296863,6.874049,4.6019406
986,K05172850_30,3.34325,10.15282,4.061332
987,K05172850_3,1.6873044,7.880022,3.443644
988,K05172850_10,2.0072985,8.852354,3.6824305
